,title,affiliations
148,Know the Unknown: An Uncertainty-Sensitive Method for LLM Instruction Tuning,"['The Hong Kong University of Science and Technology', 'Hong Kong University of Science and Technology']"
149,Position-Aware Depth Decay Decoding (D3): Boosting Large Language Model Inference Efficiency,"['University of Electronic Science and Technology of China', 'Beijing Academy of Artificial Intelligence', 'University of Electronic Science and Technology of China', 'Beijing Academy of Artificial Intelligence']"
150,Explaining Puzzle Solutions in Natural Language: An Exploratory Study on 6x6 Sudoku,"['King Saud University', 'University of Colorado at Boulder', 'University of Colorado at Boulder', 'University of Colorado at Boulder']"
151,Stress-testing Machine Generated Text Detection: Shifting Language Models Writing Style to Fool Detectors,"['University of Pisa', 'Institute for Computational Linguistics “A. Zampolli” (CNR-ILC), Pisa', 'Institute for Computational Linguistics “A. Zampolli” (CNR-ILC), Pisa', 'CNR', 'Istituto di Linguistica Computazionale “A. Zampolli” (ILC)', 'CNR']"
152,InfiniSST: Simultaneous Translation of Unbounded Speech with Large Language Model,"['CMU, Carnegie Mellon University', 'School of Computer Science, Carnegie Mellon University']"
153,VSCBench: Bridging the Gap in Vision-Language Model Safety Calibration,"['Mohamed bin Zayed University of Artificial Intelligence', 'Fraunhofer FOKUS', 'Technische Universität Darmstadt', 'Mohamed bin Zayed University of Artificial Intelligence', 'Mohamed bin Zayed University of Artificial Intelligence', 'Mohamed bin Zayed University of Artificial Intelligence', 'Mohamed bin Zayed University of Artificial Intelligence', 'University of Waterloo and Mohamed bin Zayed University of Artificial Intelligence']"
154,To Code or not to Code? Adaptive Tool Integration for Math Language Models via Expectation-Maximization,"['INF', 'Inftech', 'Infly Technology', 'Inf Tech', 'Department of Computer Science and Engineering, Hong Kong University of Science and Technology']"
155,GOODLIAR: A Reinforcement Learning-Based Deceptive Agent for Disrupting LLM Beliefs on Foundational Principles,"['Ewha Women’s University and Palo Alto Research Center', 'Ewha Women’s University']"
156,How Does Response Length Affect Long-Form Factuality,"['national university of singaore, National University of Singapore', 'National University of Singapore', 'National University of Singapore']"
157,Scaling LLMs’ Social Reasoning: Sprinkle Cognitive “Aha Moment” into Fundamental Long-thought Logical Capabilities,"['Alibaba Group and Wuhan University', 'Zhejiang University', 'Zhejiang University', 'Zhejiang University']"
158,SimGRAG: Leveraging Similar Subgraphs for Knowledge Graphs Driven Retrieval-Augmented Generation,"['Fudan University', 'Fudan University']"
159,RuleEdit: Towards Rule-Level Knowledge Generalization to Mitigate Over-Editing in Large Language Models,"['South China University of Technology', 'South China University of Technology']"
160,Eliciting In-context Retrieval and Reasoning for Long-context Large Language Models,"['University of California, Santa Cruz', 'Apple', 'Apple', 'University of Edinburgh', 'Apple']"
161,GeAR: Generation Augmented Retrieval,"['Microsoft', 'Microsoft', 'Microsoft', 'Microsoft Research']"
162,A Unified Taxonomy-Guided Instruction Tuning Framework for Entity Set Expansion and Taxonomy Expansion,"['Texas A&M University - College Station', 'Amazon']"
163,Zero-Shot Conversational Stance Detection: Dataset and Approaches,"['Wuhan University', 'Wuhan University', 'National University of Singapore', 'Wuhan University']"
164,LongFaith: Enhancing Long-Context Reasoning in LLMs with Faithful Synthetic Data,"['The Hong Kong University of Science and Technology', 'The Hong Kong University of Science and Technology', 'International Digital Economy Academy', 'International Digital Economy Academy, International Digital Economy Academy', 'Hong Kong University of Science and Technology (Guangzhou)', 'International Digital Economy Academy, International Digital Economy Academy']"
165,SYNTHVERIFY: Enhancing Zero-Shot Claim Verification through Step-by-Step Synthetic Data Generation,"['University of California, Santa Cruz', 'University of California, Santa Cruz']"
166,Domaino1s: Guiding LLM Reasoning for Explainable Answers in High-Stakes Domains,"['Peking University', 'Peking University']"
167,Dynamic Prefix as Instructor for Incremental Named Entity Recognition: A Unified Seq2Seq Generation Framework,['University of Science and Technology of China']
168,Who Taught You That? Tracing Teachers in Model Distillation,"['Northeastern University', 'Northeastern University', 'Northeastern University', 'Northeastern University, Brown University and Northeastern University']"
169,D-GEN: Automatic Distractor Generation and Evaluation for Reliable Assessment of Generative Models,"['Emory University', 'Emory University']"
170,HammerBench: Fine-Grained Function-Calling Evaluation in Real Mobile Assistant Scenarios,"['Guangdong OPPO Mobile Telecommunications Corp.,Ltd.', 'Guangdong OPPO Mobile Telecommunications Corp.,Ltd.', 'Shanghai Jiao Tong University', 'Oppo', 'Guangdong OPPO Mobile Telecommunications Corp.,Ltd.', 'Guangdong OPPO Mobile Telecommunications Corp.,Ltd.', 'Guangdong OPPO Mobile Telecommunications Corp.,Ltd.', 'OPPO Research Institute', 'OPPO Research Institute']"
171,Beyond In-Context Learning: Aligning Long-form Generation of Large Language Models via Task-Inherent Attribute Guidelines,"['National University of Singapore', 'Nanyang Technological University', 'National University of Singapore', 'Nanyang Technological University and SalesForce.com', 'National University of Singapore']"
172,GRAMMAR-LLM: Grammar-Constrained Natural Language Generation,"['Università degli studi di Catania', 'University of Bologna', 'University of Catania']"
173,MANBench: Is Your Multimodal Model Smarter than Human?,"['Huazhong University of Science and Technology', 'Huazhong University of Science and Technology']"
174,BanStereoSet: A Dataset to Measure Stereotypical Social Biases in LLMs for Bangla,"['University of South Florida', 'University of South Florida', 'University of South Florida']"
175,mOSCAR: A Large-scale Multilingual and Multimodal Document-level Corpus,"['INRIA', 'Common Crawl Foundation', 'INRIA', 'Institut du développement et des ressources en informatique scientifique (IDRIS)', 'Google, INRIA and Inria', 'Inria', 'Inria']"
176,NorEval: A Norwegian Language Understanding and Generation Evaluation Benchmark,"['University of Oslo', 'National Library of Norway', 'University of Oslo', 'University of Oslo', 'University of Oslo', 'University of Oslo', 'Dept. of Informatics, University of Oslo']"
177,Massively Multilingual Instruction-Following Information Extraction,"['Nanyang Technological University', 'University of Oregon']"
178,DALR: Dual-level Alignment Learning for Multimodal Sentence Representation Learning,"['Wuhan University', 'Wuhan University', 'Wuhan University']"
179,Large Language Models in Bioinformatics: A Survey,"['Hong Kong Polytechnic University', 'The Chinese University of Hong Kong, Shanghai Artificial Intelligence Laboratory and University of Hong Kong', 'Department of Computer Science and Engineering, The Chinese University of Hong Kong']"
180,ChartEdit: How Far Are MLLMs From Automating Chart Analysis? Evaluating MLLMs’ Capability via Chart Editing,"['Institute of automation, Chinese academy of science, Chinese Academy of Sciences', 'Institute of automation, Chinese academy of science, Chinese Academy of Sciences', 'Harbin Institute of Techology', 'Tsinghua University']"
181,Unraveling and Mitigating Safety Alignment Degradation of Vision-Language Models,"['University of California, Davis', 'Amazon AWS AI', 'Amazon', 'AWS AI Labs', 'Oracle']"
182,Turbocharging Web Automation: The Impact of Compressed History States,"['Meta', 'Amazon', 'Amazon']"
183,Making RALM Robust to Irrelevant Contexts via Layer Knowledge Guided Attention,"['Hong Kong University of Science and Technology', 'FiT, Tencent', 'Alibaba Group', 'Zhejiang Normal University', 'Soochow University', 'The Hong Kong University of Science and Technology and Hong Kong University of Science and Technology']"
184,Rewrite to Jailbreak: Discover Learnable and Transferable Implicit Harmfulness Instruction,"['Zhejiang University', 'Zhejiang University', 'Zhejiang University', 'Zhejiang University']"
185,SignAlignLM: Integrating Multimodal Sign Language Processing into Large Language Models,"['Northeastern University', 'Northeastern University', 'Northeastern University']"
186,NegVQA: Can Vision Language Models Understand Negation?,"['Stanford University', 'Stanford University and Tsinghua University, Tsinghua University', 'Tsinghua University', 'Stanford University']"
187,Natural Language Reasoning in Large Language Models: Analysis and Evaluation,"['University of Dundee', 'University of Dundee', 'University of Dundee']"
188,SWE-Dev: Building Software Engineering Agents with Training and Inference Scaling,"['Zhipu AI', 'Tsinghua University, Tsinghua University', 'Tsinghua University']"
189,The Two Paradigms of LLM Detection: Authorship Attribution vs. Authorship Verification,"['Bauhaus Universität Weimar', 'Bauhaus Universität Weimar', 'Bauhaus Universität Weimar', 'University of Kassel, hessian.AI, and ScaDS.AI', 'Bauhaus Universität Weimar']"
190,Unveiling Confirmation Bias in Chain-of-Thought Reasoning,['University of Pittsburgh']
191,GRNFormer: A Biologically-Guided Framework for Integrating Gene Regulatory Networks into RNA Foundation Models,"['Department of Computer Science, University of North Carolina at Chapel Hill', 'Rutgers University', 'University of North Carolina at Chapel Hill', 'University of Science and Technology of China', 'Department of Computer Science, University of North Carolina at Chapel Hill', 'Lawrence Livermore National Laboratory', 'Rutgers University', 'University of North Carolina at Chapel Hill']"
192,RemoteRAG: A Privacy-Preserving LLM Cloud RAG Service,"['University of Science and Technology of China', 'The Chinese University of Hong Kong']"
193,"“My life is miserable, have to sign 500 autographs everyday”: Exposing Humblebragging, the Brags in Disguise","['Indian Institute of Technology Bombay, Indian Institute of Technology, Bombay', 'Indian Institute of Technology, Bombay, Dhirubhai Ambani Institute Of Information and Communication Technology', 'Indian Institute of Technology, Bombay, Dhirubhai Ambani Institute Of Information and Communication Technology']"
194,SCITAT: A Question Answering Benchmark for Scientific Tables and Text Covering Diverse Reasoning Types,"['Harbin Institute of Technology', 'Harbin Institute of Technology', 'Sea AI Lab', 'national university of singaore, National University of Singapore', 'Harbin Institute of Technology', 'Harbin Institute of Technology']"
195,TokenShapley: Token Level Context Attribution with Shapley Value,"['ByteDance Inc.', 'LinkedIn', 'Tiktok', 'Princeton University', 'TikTok']"
196,Entropy-based Exploration Conduction for Multi-step Reasoning,"['Portland State University', 'Renmin University of China', 'Uber', 'Jilin University', 'Portland State University']"
197,Taxonomizing Representational Harms using Speech Act Theory,"['Microsoft Research', 'Microsoft', 'Microsoft and Carnegie Mellon University', 'Research, Microsoft', 'Microsoft', 'Research, Microsoft', 'Research, Microsoft', 'Microsoft', 'Microsoft']"
198,Turning Conversations into Workflows: A Framework to Extract and Evaluate Dialog Workflows for Service AI Agents,"['SalesForce.com', 'Salesforce AI Research', 'SalesForce.com', 'Salesforce Research', 'SalesForce.com', 'Salesforce AI']"
199,Statistical inference on black-box generative models in the data kernel perspective space,"['Nomic AI and Helivan Research', 'Johns Hopkins University', 'Nomic AI', 'Johns Hopkins University']"
200,Do Large Language Models Perform Latent Multi-Hop Reasoning without Exploiting Shortcuts?,"['University College London, University of London, Department of Computer Science, University College London, University of London, DeepMind and Google', 'Allen Institute for Artificial Intelligence, Google DeepMind and Google', 'Deepmind Google', 'Google and University College London', 'Tel Aviv University and Google Research']"
201,AceMath: Advancing Frontier Math Reasoning with Post-Training and Reward Modeling,"['NVIDIA', 'NVIDIA', 'NVIDIA', 'NVIDIA', 'NVIDIA']"
202,WXImpactBench: A Disruptive Weather Impact Understanding Benchmark for Evaluating Large Language Models,"['Tsinghua University, Tsinghua University', 'McGill University']"
203,MeMoTune: A Measure and Moment-Driven Fine-Tuning Framework for Quantized Large Language Models,"['Northeastern University', 'Institute for Infocomm Research, A*STAR', 'Singapore Management University', 'Northeastern University']"
204,"MALAMUTE: A Multilingual, Highly-granular, Template-free, Education-based Probing Dataset","['University of Utah and University of Colorado Boulder', 'University of Chicago', 'Johannes-Gutenberg Universität Mainz, Johannes-Gutenberg Universität Mainz, University of Colorado, Boulder and New York University']"
